Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Baao	Baao	Baao	Baao	Baao	Bato	Bato	Bato	Bato	Bato	Buhi	Buhi	Buhi	Buhi	Buhi
Eukaryota;TSAR	23644.0	25599.5	27555.0	29693.0	31831.0	27308.0	34337.0	39516.5	42736.75	43888.0	30156.0	32095.5	35140.5	38530.25	41504.0
Eukaryota;Archaeplastida	20404.0	25220.0	30036.0	32950.5	35865.0	10150.0	11813.5	15093.5	22023.75	34638.0	7056.0	8905.5	11393.0	13369.75	13687.0
Eukaryota;Obazoa	1187.0	1420.0	1653.0	2501.5	3350.0	6817.0	6873.25	8219.0	9780.75	10485.0	8032.0	8628.25	9411.0	10960.5	13857.0
Eukaryota;	669.0	901.5	1134.0	1198.0	1262.0	522.0	1361.25	1923.0	2332.0	2713.0	935.0	1050.5	1219.5	1367.0	1418.0
Eukaryota;Cryptista	228.0	300.0	372.0	1421.5	2471.0	1705.0	1706.5	1944.5	2941.5	5220.0	194.0	334.25	914.5	1481.25	1581.0
;	32.0	62.5	93.0	148.0	203.0	26.0	185.0	349.0	465.5	482.0	216.0	226.5	251.0	285.0	324.0
Eukaryota;Haptista	93.0	141.5	190.0	260.0	330.0	12.0	16.5	30.5	46.0	55.0	56.0	79.25	91.0	96.25	100.0
Eukaryota;CRuMs	17.0	24.5	32.0	65.5	99.0	24.0	30.75	88.0	177.25	280.0	101.0	135.5	192.0	237.5	239.0
Eukaryota:plas;Archaeplastida:plas	1.0	4.0	7.0	8.5	10.0	1.0	1.0	1.0	2.75	8.0	1.0	1.0	1.0	1.0	1.0
Eukaryota;Amoebozoa	1.0	1.0	1.0	3.0	5.0	1.0	1.0	1.0	2.5	7.0	1.0	1.0	7.0	14.0	17.0
Eukaryota:nucl;Cryptista:nucl	1.0	2.0	3.0	20.5	38.0	55.0	70.0	75.5	78.25	85.0	1.0	1.0	2.0	5.5	13.0
Eukaryota;Excavata	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.5	11.0	1.0	1.0	1.0	1.75	4.0
